Int24sb,6.6-I24sb-I4-P,Int24sb 3 字节有符号 BE 场景 I4 (-1),parse,Int24sb,N=1,signed_be,normal,normal,standalone,2073,225,9.21,false,,,
Int24sb,6.6-I24sb-I4-B,Int24sb 3 字节有符号 BE 场景 I4 (-1),build,Int24sb,N=1,signed_be,normal,normal,standalone,2003,157,12.75,true,,,
Int24sl,6.6-I24sl-I1-P,Int24sl 3 字节有符号 LE 场景 I1,parse,Int24sl,N=1,signed_le,normal,normal,standalone,2157,226,9.53,false,,,
Int24sl,6.6-I24sl-I1-B,Int24sl 3 字节有符号 LE 场景 I1,build,Int24sl,N=1,signed_le,normal,normal,standalone,2026,150,13.52,true,,,
Int24sl,6.6-I24sl-I2-P,Int24sl 3 字节有符号 LE 场景 I2,parse,Int24sl,N=1,signed_le,normal,normal,standalone,2145,229,9.36,false,,,
Int24sl,6.6-I24sl-I2-B,Int24sl 3 字节有符号 LE 场景 I2,build,Int24sl,N=1,signed_le,normal,normal,standalone,2052,149,13.74,true,,,
Int24sl,6.6-I24sl-I3-P,Int24sl 3 字节有符号 LE 场景 I3,parse,Int24sl,N=1,signed_le,normal,normal,standalone,2182,225,9.70,false,,,
Int24sl,6.6-I24sl-I4-P,Int24sl 3 字节有符号 LE 场景 I4 (-1),parse,Int24sl,N=1,signed_le,normal,normal,standalone,2159,225,9.60,false,,,
Int24sl,6.6-I24sl-I4-B,Int24sl 3 字节有符号 LE 场景 I4 (-1),build,Int24sl,N=1,signed_le,normal,normal,standalone,2068,156,13.22,true,,,
Int24ub,6.6-I24ub-ARR-P,"Array(100, Int24ub) N=100",parse,Int24ub,N=100,unsigned_be,normal,normal,nested_in_struct,40252,1448,27.81,true,,,
Int24ub,6.6-I24ub-ARR-B,"Array(100, Int24ub) N=100",build,Int24ub,N=100,unsigned_be,normal,normal,nested_in_struct,39356,1371,28.71,true,,,
CString,6.6-C1-P,CString 场景 1,parse,CString,N=1,na,normal,normal,standalone,2697,286,9.43,false,,,
CString,6.6-C1-B,CString 场景 1,build,CString,N=1,na,normal,normal,standalone,1973,184,10.72,true,,,
CString,6.6-C2-P,CString 场景 2,parse,CString,N=1,na,normal,normal,standalone,5773,546,10.58,true,,,
CString,6.6-C2-B,CString 场景 2,build,CString,N=1,na,normal,normal,standalone,2025,227,8.92,false,,,
CString,6.6-C3-P,CString 场景 3,parse,CString,N=1,na,normal,normal,standalone,2780,284,9.78,false,,,
CString,6.6-C3-B,CString 场景 3,build,CString,N=1,na,normal,normal,standalone,2021,190,10.66,true,,,
CString,6.6-C4-P,CString 场景 4,parse,CString,N=1,na,normal,normal,standalone,3269,290,11.26,true,,,
CString,6.6-C4-B,CString 场景 4,build,CString,N=1,na,normal,normal,standalone,2237,217,10.29,true,,,
CString,6.6-C5-P,CString 场景 5,parse,CString,N=1,na,normal,normal,standalone,3160,291,10.84,true,,,
CString,6.6-C5-B,CString 场景 5,build,CString,N=1,na,normal,normal,standalone,2278,208,10.98,true,,,
GreedyString,6.6-G1-P,GreedyString 场景 1,parse,GreedyString,N=1,na,normal,normal,standalone,1981,240,8.25,false,,,
GreedyString,6.6-G1-B,GreedyString 场景 1,build,GreedyString,N=1,na,normal,normal,standalone,1918,189,10.17,true,,,
GreedyString,6.6-G2-P,GreedyString 场景 2,parse,GreedyString,N=1,na,normal,normal,standalone,1986,253,7.86,false,,,
GreedyString,6.6-G2-B,GreedyString 场景 2,build,GreedyString,N=1,na,normal,normal,standalone,1900,189,10.05,true,,,
GreedyString,6.6-G3-P,GreedyString 场景 3,parse,GreedyString,N=1,na,normal,normal,standalone,2015,245,8.21,false,,,
GreedyString,6.6-G3-B,GreedyString 场景 3,build,GreedyString,N=1,na,normal,normal,standalone,2001,185,10.81,true,,,
GreedyString,6.6-G4-P,GreedyString 场景 4,parse,GreedyString,N=1,na,normal,normal,standalone,2315,242,9.56,false,,,
